label,text,processed_text,encoded_label
ham,"My sister in law, hope you are having a great month. Just saying hey. Abiola",sister law hope hav great month just say hey abiola,0
ham,Will purchase d stuff today and mail to you. Do you have a po box number?,will purchase d stuff today mail po box number,0
ham,Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem,ah poop look like ill prob send laptop get fixed cuz gpu problem,0
ham,Good. Good job. I like entrepreneurs,good good job like entrepreneur,0
ham,"Aight, you close by or still down around alex's place?",aight close still down around alex place,0
ham,meet you in corporation st outside gap Û_ you can see how my mind is working!,meet corporation st outside gap û_ can see how mind work,0
ham,Mum ask Ì_ to buy food home...,mum ask ì_ buy food home,0
ham,K..u also dont msg or reply to his msg..,ku also dont msg rep msg,0
ham,How much r Ì_ willing to pay?,how much r ì_ will pay,0
ham,"Sorry, I'll call later",sorry ill call later,0
ham,What is important is that you prevent dehydration by giving her enough fluids,important prevent dehydration giv enough fluid,0
ham,"Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!",that bit weird even where supposed happen good idea sure will pub,0
ham,True dear..i sat to pray evening and felt so.so i sms'd you in some time...,true deari sat pray even felt soso smsd some time,0
ham,"I don't think I can get away for a trek that long with family in town, sorry",dont think can get away trek long fami town sorry,0
ham,So when do you wanna gym harri,so when wanna gym harri,0
ham,Quite late lar... Ard 12 anyway i wun b drivin...,quite late lar ard <NUM> anyway wun b drivin,0
spam,"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT",review keep fantastic nokia ngage game deck club nokia go <NUM> wwwcnupdatescomnewsletter unsubscribe alert rep word,1
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs,<NUM>mth half price orange line rental latest camera phon <NUM> free phone <NUM>mth call mobilesdirect free <NUM> update now or<NUM>stoptxt tcs,1
ham,Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:\if it is made by my students,height confidence all aeronautic professor wer calld amp wer askd <NUM> sit aeroplane aftr sat wer told dat plane ws made student dey all hurried d plane bt on <NUM> didnt move saidif made student,0
ham,It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke,just seem like weird tim night all g want come smoke same day when shitstorm attributed alway com over mak everyone smoke,0
spam,08714712388 between 10am-7pm Cost 10p,<NUM> between <NUM>am<NUM>pm cost <NUM>p,1
ham,"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you.",save yourself stress person dorm account just send account detail money will sent,0
ham,He also knows about lunch menu only da. . I know,also know lunch menu on da know,0
ham,When i have stuff to sell i.ll tell you,when stuff sell ill tell,0
spam,+449071512431 URGENT! This is the 2nd attempt to contact U!U have WON å£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxå£7. 50,<NUM> urgent <NUM>nd attempt contact uu won å<NUM> call <NUM> b<NUM> <NUM> tcsbcm<NUM>wc<NUM>n<NUM>xx callcost <NUM>ppm mobilesvary maxå<NUM> <NUM>,1
ham,Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748,book lesson then msg will call up after work sth im go get spec membership px<NUM>,0
spam,You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm,won guaranteed å<NUM> cash å<NUM> prize claim yr prize call customer service representative <NUM> between <NUM>am<NUM>pm,1
ham,Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime,macha dont feel upseti can assume mindsetbelieve one even some wonderful plan both uslet life begin againcall anytime,0
ham,Oh is it? Send me the address,oh send address,0
ham,S'fine. Anytime. All the best with it.,sfine anytime all best,0
ham,That is wondar full flim.,wondar full flim,0
ham,Ya even those cookies have jelly on them,ya even those cooki jel,0
ham,"The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run.",world runn stillmaybe all feel sameso itor admiti madthen where correctionor let call lifeand keep runn worldmay u r also runninglet run,0
ham,Got it! It looks scrumptious... daddy wants to eat you all night long!,got look scrumptiou daddy want eat all night long,0
ham,Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...,cos can lar im not so ba dao ok <NUM> pm lor y u never ask where go ah said u would ask fri said u will ask today,0
ham,"Alright omw, gotta change my order to a half8th",alright omw gotta change order half<NUM>th,0
ham,Exactly. Anyways how far. Is jide her to study or just visiting,exact anyway how far jide study just visit,0
ham,Dunno y u ask me.,dunno y u ask,0
spam,Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123,email alertfrom jeri stewartsize <NUM>kbsubject lowcost prescripiton drvgsto listen email call <NUM>,1
ham,No he didn't. Spring is coming early yay!,no didnt spr com ear yay,0
ham,Lol you won't feel bad when I use her money to take you out to a steak dinner =D,lol wont feel bad when use money take steak dinner d,0
ham,Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply,even u dont get trouble convincingjust tel once twice just tel neglect msg dont c read itjust dont rep,0
ham,Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh,leav qatar tonite search opportunityall went fastpl add ur prayer dearrakhesh,0
ham,Then why no one talking to me,then why no one talk,0
ham,Thanks for looking out for me. I really appreciate.,thank look real appreciate,0
spam,Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY å£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,hi customer loyalty offerthe new nokia<NUM> mobile on å<NUM> txtauction txt word start no <NUM> get your now <NUM>tctxt tc <NUM>pmtmsg,1
ham,Wish i were with you now!,wish now,0
ham,Haha mayb u're rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.,haha mayb ure rite u know well da feel be liked someone gd lor u faster go find one then all gal group attached liao,0
ham,Yes i will be there. Glad you made it.,yes will there glad made,0
ham,Do well :)all will for little time. Thing of good times ahead:,well all will little time th good tim ahead,0
ham,Just got up. have to be out of the room very soon. Û_. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.,just got up room very soon û_ hadnt put clock back til <NUM> shouted everyone get up then realised <NUM> wahay another hour bed,0
ham,Ok. There may be a free gym about.,ok there may free gym,0
ham,Men like shorter ladies. Gaze up into his eyes.,men like shorter ladi gaze up into eye,0
ham,Dunno he jus say go lido. Same time 930.,dunno jus say go lido same time <NUM>,0
ham,"I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!",promise take good care princess run now please send pic when get chance ttyl,0
spam,U are subscribed to the best Mobile Content Service in the UK for å£3 per 10 days until you send STOP to 82324. Helpline 08706091795,u subscribed best mobile content service uk å<NUM> per <NUM> day send stop <NUM> helpline <NUM>,1
ham,Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam,there reason weve not spoken year anyway great week all best exam,0
ham,By monday next week. Give me the full gist,monday next week give full gist,0
spam,"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?",realize <NUM> year well thousand old ladi runn around tattoo,1
spam,You have an important customer service announcement from PREMIER.,important customer service announcement premier,1
ham,Dont gimme that lip caveboy,dont gimme lip caveboy,0
ham,When did you get to the library,when get library,0
ham,Realy sorry-i don't recognise this number and am now confused :) who r u please?! ,rea sorryi dont recognise number now confused r u please,0
ham,So why didnt you holla?,so why didnt holla,0
ham,Cant think of anyone with * spare room off * top of my head,cant think anyone spare room top head,0
ham,"Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!",faith mak thing possiblehope mak thing worklove mak thing beautifulmay all three christmasmerry christma,0
ham,U should have made an appointment,u should made appointment,0
ham,"Call me when you/carlos is/are here, my phone's vibrate is acting up and I might not hear texts",call when youcarlo isare here phon vibrate act up might not hear text,0
spam,"Romantic Paris. 2 nights, 2 flights from å£79 Book now 4 next year. Call 08704439680Ts&Cs apply.",romantic pari <NUM> night <NUM> flight å<NUM> book now <NUM> next year call <NUM>tsc app,1
ham,"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat.",grandma oh dear u still ill felt shit morn think just hungover another night then leave sat,0
spam,Urgent Ur å£500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 å£1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF,urgent ur å<NUM> guaranteed award still unclaimed call <NUM> now closingdate<NUM><NUM><NUM> claimcode m<NUM>m<NUM> å<NUM><NUM>pmmorefrommobile<NUM>bremovedmobypobox<NUM>ls<NUM>yf,1
ham,Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...,noth jus tot u would ask cos u ba gua went mt faber yest yest jus went already mah so today not go jus call lor,0
ham,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance..""",wish fami merry x mas happy new year advance,0
spam,UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 å£1.50perWKsub,ur awarded city break could win å<NUM> summer shopp spree every wk txt store <NUM> skilgme tscs<NUM>winawkage<NUM> å<NUM><NUM>perwksub,1
ham,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time...",im nt goin got somethin unless meetin <NUM> dinner lor haha wonder will go tis time,0
ham,"Sorry, I'll call later",sorry ill call later,0
ham,I cant pick the phone right now. Pls send a message,cant pick phone right now pls send message,0
ham,Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.,lol know theyre so dramatic school already closed tomorrow apparent cant drive inch snow supposed get,0
